tipo_ambiente;superficie_m2;tecnologia;lumenes_requeridos_lm
aula;88,172;fluorescente;68093,098
aula;88,226;fluorescente;50949,07
aula;88,289;fluorescente;57848,621
aula;88,312;fluorescente;75905,98
aula;88,391;fluorescente;67285,454
aula;88,498;fluorescente;70573,046
aula;88,621;fluorescente;68138,563
aula;88,649;fluorescente;98209,933
aula;88,775;fluorescente;73319,725
aula;88,807;fluorescente;74922,039
aula;88,89;fluorescente;94468,412
aula;89,049;fluorescente;71365,1
aula;89,195;fluorescente;76605,886
aula;89,225;fluorescente;55902,599
aula;89,354;fluorescente;71784,161
aula;89,409;fluorescente;62401,965
aula;89,444;fluorescente;73595,005
aula;89,491;fluorescente;72537,838
aula;89,52;fluorescente;69744,164
aula;89,587;fluorescente;63909,916
aula;89,632;fluorescente;64585,574
aula;89,669;fluorescente;59193,45
aula;89,691;fluorescente;69136,643
aula;89,706;fluorescente;57288,438
aula;89,746;fluorescente;54107,779
aula;89,884;fluorescente;65366,447
aula;89,927;fluorescente;83509,129
aula;90,174;fluorescente;57147,72
aula;90,183;fluorescente;56244,775
aula;90,263;fluorescente;76223,497
aula;90,33;fluorescente;101002,101
aula;90,358;fluorescente;52380,987
aula;90,485;fluorescente;62268,536
aula;90,559;fluorescente;88021,257
aula;90,616;fluorescente;49265,366
aula;90,854;fluorescente;68585,387
aula;90,86;fluorescente;57563,323
aula;90,992;fluorescente;87488,246
aula;91,099;fluorescente;66212,967
aula;91,194;fluorescente;71496,317
aula;91,434;fluorescente;73129,234
aula;91,439;fluorescente;86159,319
aula;91,458;fluorescente;98149,294
aula;91,479;fluorescente;64048,818
aula;91,486;fluorescente;61227,421
aula;91,584;fluorescente;90406,277
aula;91,902;fluorescente;88486,105
aula;92,295;fluorescente;70863,304
aula;92,365;fluorescente;55941,848
aula;92,477;fluorescente;55685,443
aula;92,485;fluorescente;89090,814
aula;92,735;fluorescente;94000,93
aula;92,737;fluorescente;48911,547
aula;92,834;fluorescente;73021,82
aula;92,842;fluorescente;82347,369
aula;93,085;fluorescente;69631,97
aula;93,339;fluorescente;74411,543
aula;93,43;fluorescente;86302,604
aula;93,446;fluorescente;71136,833
aula;93,533;fluorescente;87982,108
aula;93,597;fluorescente;81046,781
aula;93,712;fluorescente;94577,624
aula;93,741;fluorescente;98033,997
aula;93,743;fluorescente;73205,075
aula;93,788;fluorescente;79832,172
aula;93,82;fluorescente;67005,897
aula;93,957;fluorescente;75448,554
aula;93,978;fluorescente;80850,911
aula;93,991;fluorescente;83918,818
aula;94,065;fluorescente;85303,878
aula;94,098;fluorescente;45743,193
aula;94,216;fluorescente;86764,015
aula;94,352;fluorescente;83031,689
aula;94,501;fluorescente;97840,598
aula;94,56;fluorescente;89200,485
aula;94,595;fluorescente;102371,088
aula;94,6;fluorescente;63267,351
aula;94,637;fluorescente;67712,616
aula;94,723;fluorescente;76454,613
aula;94,772;fluorescente;59748,287
aula;94,861;fluorescente;89018,626
aula;95,268;fluorescente;83327,518
aula;95,363;fluorescente;83516,051
aula;95,378;fluorescente;87107,509
aula;95,394;fluorescente;73985,131
aula;95,473;fluorescente;91578,668
aula;95,588;fluorescente;74034,393
aula;95,611;fluorescente;58400,298
aula;95,658;fluorescente;87913,803
aula;95,675;fluorescente;72293,513
aula;95,808;fluorescente;87162,938
aula;95,86;fluorescente;86573,938
aula;95,927;fluorescente;86498,653
aula;96,076;fluorescente;67653,9
aula;96,097;fluorescente;83957,322
aula;96,208;fluorescente;94536,536
aula;96,221;fluorescente;108755,189
aula;96,235;fluorescente;86457,997
aula;96,243;fluorescente;65044,21
aula;96,262;fluorescente;105120,199
aula;96,292;fluorescente;85531,896
aula;96,382;fluorescente;85476,436
aula;96,418;fluorescente;76381,609
aula;96,555;fluorescente;71014,882
aula;96,596;fluorescente;89728,781
aula;96,667;fluorescente;102521,129
aula;96,707;fluorescente;49833,295
aula;96,876;fluorescente;69895,738
aula;97,044;fluorescente;78579,731
aula;97,155;fluorescente;58352,344
aula;97,204;fluorescente;70027,502
aula;97,297;fluorescente;69899,062
aula;97,401;fluorescente;88833,333
aula;97,451;fluorescente;93189,061
aula;97,478;fluorescente;56059,846
aula;97,604;fluorescente;75059,426
aula;97,832;fluorescente;67415,838
aula;97,888;fluorescente;68912,031
aula;97,889;fluorescente;57763,561
aula;98,067;fluorescente;76966,617
aula;98,122;fluorescente;115118,522
aula;98,228;fluorescente;64896,332
aula;98,294;fluorescente;73159,503
aula;98,421;fluorescente;83671,219
aula;98,515;fluorescente;65551,986
aula;98,577;fluorescente;87536,005
aula;98,604;fluorescente;71704,703
aula;98,891;fluorescente;62017,15
aula;98,895;fluorescente;71824,939
aula;99,007;fluorescente;81934,728
aula;99,23;fluorescente;80522,937
aula;99,324;fluorescente;78176,521
aula;99,474;fluorescente;68248,497
aula;99,662;fluorescente;54439,541
aula;99,72;fluorescente;57522,131
aula;99,758;fluorescente;70103,302
aula;99,785;fluorescente;116636,033
aula;99,818;fluorescente;83467,548
aula;99,839;fluorescente;69926,762
aula;99,843;fluorescente;82095,62
aula;99,851;fluorescente;66140,131
aula;99,867;fluorescente;71510,642
aula;100,283;fluorescente;72237,882
aula;100,444;fluorescente;60278,854
aula;100,451;fluorescente;76143,223
aula;100,57;fluorescente;62797,178
aula;100,629;fluorescente;84068,386
aula;101,186;fluorescente;56985,891
aula;101,426;fluorescente;58427,195
aula;101,443;fluorescente;82484,913
aula;101,484;fluorescente;63522,979
aula;101,505;fluorescente;52707,951
aula;101,517;fluorescente;75370,46
aula;101,66;fluorescente;76726,556
aula;101,764;fluorescente;70769,81
aula;101,796;fluorescente;89240,772
aula;102,094;fluorescente;82382,563
aula;102,193;fluorescente;88213,168
aula;102,207;fluorescente;88572,008
aula;102,291;fluorescente;71375,606
aula;102,31;fluorescente;73238,825
aula;102,314;fluorescente;54853,953
aula;102,516;fluorescente;98591,569
aula;102,59;fluorescente;80733,669
aula;102,619;fluorescente;101345,631
aula;102,777;fluorescente;127566,626
aula;102,905;fluorescente;63672,957
aula;102,918;fluorescente;101666,652
aula;103,09;fluorescente;64251,433
aula;103,31;fluorescente;86973,461
aula;103,442;fluorescente;100143,363
aula;103,453;fluorescente;68624,887
aula;103,56;fluorescente;85948,953
aula;103,598;fluorescente;78681,192
aula;103,628;fluorescente;90879,23
aula;103,63;fluorescente;83031,942
aula;103,709;fluorescente;102983,472
aula;103,716;fluorescente;88295,039
aula;103,74;fluorescente;69665,286
aula;103,763;fluorescente;64277,183
aula;103,895;fluorescente;103929,907
aula;103,943;fluorescente;79200,706
aula;104,004;fluorescente;67125,857
aula;104,277;fluorescente;58545,963
aula;104,353;fluorescente;81327,977
aula;104,457;fluorescente;76464,562
aula;104,474;fluorescente;77058,078
aula;104,54;fluorescente;78600,513
aula;104,54;fluorescente;62259,323
aula;104,579;fluorescente;90442,314
aula;104,826;fluorescente;84067,298
aula;104,928;fluorescente;87977,085
aula;104,977;fluorescente;71236,241
aula;104,999;fluorescente;54137,334
aula;105,054;fluorescente;92829,512
aula;105,064;fluorescente;91822,521
aula;105,163;fluorescente;98610,237
aula;105,201;fluorescente;63568,02
aula;105,26;fluorescente;93671,88
aula;105,263;fluorescente;81947,443
aula;105,434;fluorescente;90225,818
aula;105,562;fluorescente;89715,735
aula;105,724;fluorescente;83283,031
aula;105,831;fluorescente;66379,42
aula;105,977;fluorescente;95045,809
aula;106,038;fluorescente;104907,192
aula;106,057;fluorescente;103267,901
aula;106,111;fluorescente;94708,563
aula;106,214;fluorescente;67784,469
aula;106,228;fluorescente;81750,604
aula;106,406;fluorescente;63854,508
aula;106,464;fluorescente;93997,259
aula;106,594;fluorescente;65465,093
aula;106,728;fluorescente;81585,996
aula;106,787;fluorescente;85271,405
aula;107,061;fluorescente;79390,42
aula;107,064;fluorescente;57657,226
aula;107,5;fluorescente;120446,827
aula;107,506;fluorescente;107998,732
aula;107,552;fluorescente;58820,544
aula;107,609;fluorescente;78192,233
aula;107,709;fluorescente;64449,17
aula;107,763;fluorescente;80016,569
aula;107,816;fluorescente;116700,279
aula;107,837;fluorescente;64981,44
aula;107,842;fluorescente;73745,362
aula;107,968;fluorescente;84688,579
aula;108,067;fluorescente;96806,58
aula;108,117;fluorescente;59494,293
aula;108,428;fluorescente;85005,913
aula;108,449;fluorescente;62670,342
aula;108,546;fluorescente;72804,758
aula;108,559;fluorescente;70595,745
aula;108,651;fluorescente;63515,018
aula;108,999;fluorescente;70967,798
aula;109,232;fluorescente;74985,116
aula;109,474;fluorescente;77708,67
aula;109,485;fluorescente;60530,272
aula;109,506;fluorescente;102172,557
aula;109,594;fluorescente;93109,992
aula;110,043;fluorescente;68609,913
aula;110,232;fluorescente;67639,99
aula;110,313;fluorescente;95860,007
aula;110,394;fluorescente;83563,085
aula;110,549;fluorescente;90100,403
aula;110,621;fluorescente;93153,827
aula;110,715;fluorescente;80980,152
aula;110,921;fluorescente;82808,756
aula;110,961;fluorescente;71995,468
aula;110,966;fluorescente;64885,747
aula;110,993;fluorescente;75314,707
aula;111,134;fluorescente;71324,057
aula;111,26;fluorescente;97131,495
aula;111,412;fluorescente;77129,375
aula;111,461;fluorescente;104575,337
aula;111,535;fluorescente;101620,932
aula;111,537;fluorescente;75312,227
aula;111,62;fluorescente;89933,108
aula;111,648;fluorescente;62197,348
aula;111,742;fluorescente;99703,654
aula;111,873;fluorescente;73381,14
aula;112,014;fluorescente;94709,045
aula;112,369;fluorescente;80829,127
aula;112,464;fluorescente;95102,797
aula;112,527;fluorescente;79326,519
aula;112,55;fluorescente;85903,83
aula;112,627;fluorescente;82853,614
aula;112,632;fluorescente;82332,622
aula;112,699;fluorescente;101282,635
aula;112,749;fluorescente;68011,775
aula;112,766;fluorescente;71410,806
aula;112,813;fluorescente;80656,3
aula;113,007;fluorescente;59325,199
aula;113,025;fluorescente;86698,485
aula;113,046;fluorescente;77716,938
aula;113,195;fluorescente;73375,239
aula;113,309;fluorescente;103444,59
aula;113,325;fluorescente;86603,375
aula;113,386;fluorescente;65050,372
aula;113,48;fluorescente;88203,362
aula;113,547;fluorescente;73030,88
aula;113,597;fluorescente;84906,999
aula;113,616;fluorescente;92113,818
aula;113,69;fluorescente;80751,455
aula;113,701;fluorescente;90414,486
aula;113,791;fluorescente;71297,154
aula;113,825;fluorescente;64987,839
aula;114,064;fluorescente;56174,787
aula;114,189;fluorescente;107687,756
aula;114,303;fluorescente;67733,236
aula;114,449;fluorescente;79382,774
aula;114,455;fluorescente;96957,899
aula;114,539;fluorescente;89966,313
aula;114,625;fluorescente;94767,609
aula;114,693;fluorescente;72640,262
aula;114,808;fluorescente;92952,123
aula;114,822;fluorescente;81009,165
aula;114,854;fluorescente;121367,975
aula;114,869;fluorescente;98637,074
aula;114,871;fluorescente;98310,711
aula;114,91;fluorescente;87345,753
aula;114,956;fluorescente;95655,951
aula;115,413;fluorescente;96831,664
aula;115,474;fluorescente;60870,007
aula;115,495;fluorescente;83383,857
aula;115,634;fluorescente;98910,06
aula;115,689;fluorescente;83453,259
aula;115,748;fluorescente;109849,49
aula;115,938;fluorescente;68772,917
aula;116,31;fluorescente;61469,149
aula;116,31;fluorescente;84148,444
aula;116,319;fluorescente;106915,684
aula;116,345;fluorescente;88733,42
aula;116,439;fluorescente;66657,077
aula;116,472;fluorescente;101474,78
aula;116,563;fluorescente;140995,176
aula;116,796;fluorescente;113593,989
aula;116,865;fluorescente;111804,699
aula;116,923;fluorescente;98936,533
aula;116,954;fluorescente;105555,019
aula;117,079;fluorescente;88341,806
aula;117,135;fluorescente;101779,314
aula;117,154;fluorescente;84573,091
aula;117,213;fluorescente;101292,043
aula;117,373;fluorescente;76740,222
aula;117,414;fluorescente;110692,084
aula;117,425;fluorescente;78483,519
aula;117,665;fluorescente;78545,405
aula;117,804;fluorescente;101464,358
aula;118,032;fluorescente;82539,773
aula;118,068;fluorescente;100507,131
aula;118,082;fluorescente;83332,694
aula;118,096;fluorescente;109202,573
aula;118,175;fluorescente;78159,143
aula;118,22;fluorescente;83205,186
aula;118,552;fluorescente;68132,9
aula;118,577;fluorescente;81772,392
aula;118,783;fluorescente;73129,658
aula;118,785;fluorescente;103370,449
aula;118,903;fluorescente;130133,457
aula;118,929;fluorescente;76093,838
aula;119,062;fluorescente;69424,201
aula;119,088;fluorescente;70923,899
aula;119,132;fluorescente;96696,089
aula;119,146;fluorescente;101703,928
aula;119,231;fluorescente;94567,271
aula;119,358;fluorescente;105900,748
aula;119,394;fluorescente;107030,327
aula;119,57;fluorescente;98351,186
aula;119,666;fluorescente;74946,29
aula;119,685;fluorescente;72901,112
aula;119,781;fluorescente;99681,194
aula;119,862;fluorescente;75736,56
aula;119,902;fluorescente;83498,027
oficina;20,044;LED;13743,173
oficina;20,165;LED;17275,162
oficina;20,197;LED;17029,85
oficina;20,205;LED;20509,656
oficina;20,296;LED;15443,492
oficina;20,306;LED;18176,445
oficina;20,361;LED;12880,093
oficina;20,401;LED;21102,252
oficina;20,413;LED;14728,477
oficina;20,515;LED;11323,174
oficina;20,604;LED;16629,32
oficina;20,74;LED;27094,322
oficina;20,807;LED;20101,578
oficina;20,88;LED;15317,903
oficina;20,891;LED;15325,228
oficina;20,909;LED;15309,397
oficina;20,914;LED;10868,071
oficina;20,952;LED;24907,506
oficina;20,966;LED;16607,782
oficina;20,993;LED;12321,253
oficina;21,029;LED;12366,603
oficina;21,092;LED;15733,898
oficina;21,223;LED;14846,095
oficina;21,331;LED;23677,404
oficina;21,38;LED;22231,671
oficina;21,413;LED;25066,977
oficina;21,426;LED;28811,52
oficina;21,437;LED;16090,944
oficina;21,499;LED;19176,777
oficina;21,505;LED;17964,221
oficina;21,63;LED;18390,258
oficina;21,701;LED;28159,92
oficina;21,811;LED;13967,911
oficina;21,822;LED;12681,313
oficina;21,86;LED;20443,949
oficina;21,948;LED;25049,811
oficina;21,972;LED;14896,539
oficina;21,983;LED;19149,749
oficina;21,995;LED;13129,325
oficina;22,195;LED;22792,904
oficina;22,228;LED;15795,355
oficina;22,271;LED;23178,887
oficina;22,413;LED;20813,449
oficina;22,442;LED;23710,361
oficina;22,445;LED;18396,04
oficina;22,45;LED;23988,004
oficina;22,464;LED;16520,632
oficina;22,493;LED;25994,658
oficina;22,554;LED;23858,756
oficina;22,575;LED;27458,573
oficina;22,715;LED;19627,386
oficina;22,724;LED;20067,909
oficina;22,85;LED;22940,277
oficina;22,946;LED;26389,627
oficina;22,972;LED;29052,261
oficina;23,006;LED;16611,34
oficina;23,013;LED;26569,886
oficina;23,046;LED;19961,303
oficina;23,104;LED;33101,31
oficina;23,156;LED;20281,195
oficina;23,188;LED;18211,425
oficina;23,262;LED;22405,364
oficina;23,398;LED;27831,881
oficina;23,479;LED;25491,306
oficina;23,588;LED;19628,539
oficina;23,645;LED;20847,727
oficina;23,733;LED;25303,105
oficina;23,744;LED;17302,115
oficina;23,767;LED;17743,252
oficina;23,872;LED;16164,612
oficina;23,944;LED;24989,305
oficina;23,98;LED;21642,945
oficina;23,989;LED;18151,615
oficina;24,026;LED;25740,521
oficina;24,026;LED;22403,118
oficina;24,157;LED;24131,44
oficina;24,168;LED;18640,232
oficina;24,296;LED;20787,525
oficina;24,355;LED;24675,305
oficina;24,391;LED;21022,877
oficina;24,446;LED;24321,515
oficina;24,459;LED;22566,89
oficina;24,467;LED;16916,836
oficina;24,471;LED;27205,059
oficina;24,63;LED;25989,454
oficina;24,665;LED;16152,086
oficina;24,702;LED;19592,316
oficina;24,763;LED;25504,862
oficina;24,813;LED;27730,15
oficina;24,825;LED;19482,505
oficina;24,973;LED;16714,119
oficina;25,074;LED;26805,845
oficina;25,104;LED;16630,614
oficina;25,193;LED;29943,974
oficina;25,27;LED;17935,632
oficina;25,626;LED;16529,318
oficina;25,716;LED;21937,974
oficina;25,838;LED;18874,966
oficina;25,85;LED;27396,266
oficina;26,018;LED;18297,086
oficina;26,12;LED;18550,981
oficina;26,199;LED;25769,189
oficina;26,209;LED;24030,86
oficina;26,21;LED;23234,074
oficina;26,216;LED;26699,697
oficina;26,41;LED;20420,99
oficina;26,476;LED;20810,226
oficina;26,492;LED;24190,024
oficina;26,544;LED;26074,525
oficina;26,547;LED;16445,41
oficina;26,628;LED;23729,347
oficina;26,694;LED;26596,934
oficina;26,866;LED;21506,979
oficina;27,024;LED;18440,143
oficina;27,118;LED;24127,946
oficina;27,294;LED;22959,934
oficina;27,32;LED;26886,479
oficina;27,365;LED;22027,605
oficina;27,488;LED;20869,114
oficina;27,717;LED;27624,189
oficina;27,743;LED;21767,473
oficina;27,751;LED;27350,101
oficina;27,772;LED;32865,959
oficina;27,882;LED;18924,042
oficina;27,929;LED;23489,739
oficina;27,952;LED;25144,486
oficina;27,979;LED;30368,831
oficina;27,991;LED;20571,104
oficina;28,069;LED;37660,548
oficina;28,126;LED;35087,303
oficina;28,139;LED;31595,935
oficina;28,158;LED;18710,247
oficina;28,161;LED;25342,433
oficina;28,216;LED;23309,632
oficina;28,242;LED;30427
oficina;28,253;LED;22202,063
oficina;28,323;LED;16483,518
oficina;28,335;LED;20350,483
oficina;28,381;LED;26348,078
oficina;28,439;LED;24193,731
oficina;28,542;LED;24829,758
oficina;28,587;LED;26570,431
oficina;28,614;LED;31639,327
oficina;28,652;LED;28776,235
oficina;28,667;LED;26741,657
oficina;28,684;LED;29665,681
oficina;28,697;LED;29157,794
oficina;28,809;LED;27104,363
oficina;28,834;LED;22459,399
oficina;28,844;LED;19207,71
oficina;28,899;LED;30673,738
oficina;28,942;LED;26137,513
oficina;28,975;LED;20037,977
oficina;29,051;LED;27573,978
oficina;29,053;LED;21506,062
oficina;29,152;LED;25772,729
oficina;29,202;LED;26480,307
oficina;29,216;LED;32737,662
oficina;29,229;LED;31323,922
oficina;29,437;LED;20922,168
oficina;29,56;LED;18076,705
oficina;29,584;LED;21818,982
oficina;29,597;LED;22905,961
oficina;29,687;LED;38254,658
oficina;29,696;LED;20569,372
oficina;29,862;LED;28445,664
oficina;29,885;LED;24856,286
oficina;30,139;LED;31329,81
oficina;30,155;LED;26798,474
oficina;30,207;LED;36392,573
oficina;30,345;LED;20348,444
oficina;30,679;LED;26013,734
oficina;30,737;LED;25879,572
oficina;30,829;LED;24006,253
oficina;30,919;LED;28241,344
oficina;30,92;LED;24665,759
oficina;30,975;LED;32262,016
oficina;30,977;LED;37210,027
oficina;31,059;LED;22831,746
oficina;31,107;LED;24098,078
oficina;31,116;LED;18310,218
oficina;31,139;LED;35445,544
oficina;31,148;LED;28917,598
oficina;31,216;LED;22027,692
oficina;31,352;LED;36220,747
oficina;31,37;LED;30219,627
oficina;31,47;LED;21339,645
oficina;31,527;LED;31617,08
oficina;31,534;LED;23572,027
oficina;31,544;LED;36843,725
oficina;31,55;LED;36844,708
oficina;31,577;LED;36398,107
oficina;31,59;LED;31325,776
oficina;31,631;LED;25852,177
oficina;31,657;LED;27617,838
oficina;31,726;LED;20013,968
oficina;31,806;LED;43246,115
oficina;31,825;LED;32447,276
oficina;31,89;LED;43063,741
oficina;31,978;LED;17026,268
oficina;32,082;LED;41482,106
oficina;32,095;LED;45283,366
oficina;32,118;LED;37974,503
oficina;32,123;LED;36660,332
oficina;32,17;LED;31932,086
oficina;32,278;LED;33329,018
oficina;32,302;LED;30897,325
oficina;32,318;LED;26416,907
oficina;32,35;LED;19913,933
oficina;32,364;LED;36418,523
oficina;32,719;LED;23663,807
oficina;32,874;LED;32873,065
oficina;32,892;LED;23106,394
oficina;32,92;LED;33621,427
oficina;32,932;LED;37215,124
oficina;32,985;LED;26767,507
oficina;33,003;LED;29845,504
oficina;33,138;LED;40800,95
oficina;33,194;LED;29440,445
oficina;33,242;LED;35801,901
oficina;33,258;LED;37805,173
oficina;33,32;LED;32183,812
oficina;33,349;LED;40116,201
oficina;33,381;LED;25944,1
oficina;33,437;LED;26606,162
oficina;33,671;LED;20300,085
oficina;33,675;LED;24367,955
oficina;33,832;LED;32143,985
oficina;33,969;LED;31373,774
oficina;34,044;LED;22622,574
oficina;34,165;LED;33107,74
oficina;34,173;LED;29565,171
oficina;34,206;LED;32224,26
oficina;34,218;LED;34650,826
oficina;34,224;LED;26469,393
oficina;34,314;LED;28567,018
oficina;34,349;LED;43633,931
oficina;34,418;LED;25047,688
oficina;34,525;LED;27364,415
oficina;34,576;LED;31592,221
oficina;34,583;LED;25440,625
oficina;34,703;LED;36274,951
oficina;34,714;LED;22781,837
oficina;34,76;LED;31360,095
oficina;34,762;LED;31809,051
oficina;34,816;LED;23546,007
oficina;34,879;LED;35583,699
oficina;34,89;LED;29385,52
oficina;34,892;LED;41665,601
oficina;34,934;LED;23530,647
oficina;34,98;LED;37425,77
oficina;35,07;LED;26180,366
oficina;35,071;LED;28145,914
oficina;35,108;LED;29215,414
oficina;35,189;LED;34064,947
oficina;35,201;LED;35568,861
oficina;35,257;LED;39621,669
oficina;35,397;LED;32260,979
oficina;35,437;LED;37156,25
oficina;35,473;LED;33910,541
oficina;35,55;LED;26552,403
oficina;35,561;LED;31191,196
oficina;35,618;LED;30242,808
oficina;35,635;LED;41642,128
oficina;35,645;LED;31572,346
oficina;35,665;LED;23794,527
oficina;35,742;LED;34989,905
oficina;35,758;LED;29342,907
oficina;35,765;LED;37363,749
oficina;35,792;LED;25684,081
oficina;35,931;LED;35673,009
oficina;36,015;LED;42539,301
oficina;36,067;LED;43596,792
oficina;36,07;LED;41261,416
oficina;36,089;LED;23863,105
oficina;36,11;LED;34378,489
oficina;36,148;LED;29856,085
oficina;36,209;LED;41894,713
oficina;36,281;LED;30855,171
oficina;36,318;LED;24627,442
oficina;36,395;LED;35102,689
oficina;36,511;LED;23963,047
oficina;36,515;LED;31176,028
oficina;36,58;LED;43093,633
oficina;36,584;LED;32363,572
oficina;36,674;LED;35818,403
oficina;36,721;LED;37534,004
oficina;36,722;LED;36416,495
oficina;36,773;LED;30654,899
oficina;36,798;LED;25583,149
oficina;36,82;LED;30301,741
oficina;36,917;LED;24670,682
oficina;36,956;LED;30733,047
oficina;37,003;LED;37078,689
oficina;37,067;LED;33420,724
oficina;37,211;LED;39985,888
oficina;37,25;LED;47784,424
oficina;37,285;LED;33604,289
oficina;37,299;LED;25558,002
oficina;37,311;LED;42263,376
oficina;37,6;LED;25609,081
oficina;37,621;LED;21722,924
oficina;37,639;LED;29182,543
oficina;37,727;LED;24529,865
oficina;37,804;LED;36627,313
oficina;38,199;LED;39783,586
oficina;38,251;LED;27631,023
oficina;38,286;LED;46497,631
oficina;38,29;LED;25124,014
oficina;38,341;LED;28453,763
oficina;38,344;LED;40017,436
oficina;38,519;LED;28232,311
oficina;38,658;LED;42565,043
oficina;38,679;LED;21550,249
oficina;38,839;LED;34259,331
oficina;38,872;LED;33826,3
oficina;39,139;LED;26876,618
oficina;39,157;LED;35654,636
oficina;39,164;LED;46502,562
oficina;39,206;LED;44946,786
oficina;39,225;LED;37182,641
oficina;39,3;LED;33715,007
oficina;39,552;LED;46900,078
oficina;39,612;LED;42717,439
oficina;39,697;LED;23793,931
oficina;39,767;LED;34717,104
oficina;39,815;LED;44186,008
oficina;39,921;LED;29620,905
oficina;40,022;LED;39696,394
oficina;40,093;LED;40570,587
oficina;40,098;LED;44573,739
oficina;40,216;LED;24683,061
oficina;40,24;LED;43211,129
oficina;40,261;LED;30452,552
oficina;40,303;LED;36322,731
oficina;40,37;LED;36435,397
oficina;40,406;LED;43589,316
oficina;40,45;LED;38186,171
oficina;40,648;LED;39196,546
oficina;40,7;LED;53086,177
oficina;40,776;LED;43175,293
oficina;40,804;LED;37694,637
oficina;40,985;LED;29652,014
oficina;41,101;LED;29470,034
oficina;41,131;LED;47082,826
oficina;41,19;LED;37802,078
oficina;41,208;LED;35231,06
oficina;41,321;LED;40800,914
oficina;41,754;LED;36303,535
oficina;41,784;LED;41222,287
oficina;41,855;LED;48237,339
oficina;41,916;LED;27661,571
oficina;42,002;LED;27504,346
oficina;42,054;LED;53271,643
oficina;42,096;LED;39514,678
oficina;42,105;LED;41838,228
oficina;42,169;LED;28250,766
oficina;42,188;LED;31667,515
oficina;42,194;LED;32666,778
oficina;42,251;LED;38518,287
oficina;42,286;LED;53006,274
oficina;42,331;LED;45105,913
oficina;42,491;LED;33190,337
oficina;42,536;LED;29661,411
oficina;42,542;LED;39403,925
oficina;42,675;LED;46621,169
oficina;42,836;LED;29642,039
oficina;42,865;LED;29645,568
oficina;42,876;LED;31532,221
oficina;42,887;LED;41382,841
oficina;42,907;LED;54523,762
oficina;43,004;LED;50179,587
oficina;43,022;LED;43117,414
oficina;43,064;LED;41327,26
oficina;43,078;LED;48534,362
oficina;43,09;LED;52915,499
oficina;43,13;LED;59295,008
oficina;43,305;LED;47423,06
oficina;43,417;LED;39976,191
oficina;43,423;LED;32278,936
oficina;43,452;LED;46758,685
oficina;43,496;LED;35673,191
oficina;43,52;LED;28148,388
oficina;43,526;LED;29661,421
oficina;43,552;LED;44092,329
oficina;43,715;LED;31742,046
oficina;43,789;LED;50883,846
oficina;43,791;LED;33740,282
oficina;43,833;LED;45834,463
oficina;43,84;LED;29876,683
oficina;43,875;LED;31988,323
oficina;43,88;LED;35145,841
oficina;43,906;LED;42614,717
oficina;43,987;LED;40998,529
oficina;44,001;LED;64142,214
oficina;44,053;LED;43326,992
oficina;44,062;LED;38770,842
oficina;44,088;LED;37524,084
oficina;44,15;LED;30248,133
oficina;44,23;LED;41804,556
oficina;44,309;LED;32299,694
oficina;44,425;LED;48917,611
oficina;44,427;LED;46057,407
oficina;44,46;LED;46832,432
oficina;44,488;LED;26140,797
oficina;44,587;LED;26570,519
oficina;44,591;LED;58493,055
oficina;44,625;LED;44602,876
oficina;44,641;LED;31970,382
oficina;44,729;LED;30496,439
oficina;44,731;LED;33133,866
oficina;44,794;LED;46943,587
oficina;44,888;LED;62282,14
oficina;45,032;LED;54275,821
oficina;45,069;LED;30105,202
oficina;45,165;LED;26902,993
oficina;45,167;LED;39527,693
oficina;45,212;LED;34812,017
oficina;45,22;LED;34352,426
oficina;45,237;LED;33979,23
oficina;45,242;LED;33354,45
oficina;45,271;LED;52107,415
oficina;45,352;LED;46789,279
oficina;45,423;LED;36452,564
oficina;45,439;LED;56185,624
oficina;45,467;LED;46007,671
oficina;45,476;LED;45743,206
oficina;45,497;LED;53709,066
oficina;45,588;LED;31117,874
oficina;45,687;LED;48063,951
oficina;45,727;LED;48123,994
oficina;45,741;LED;50405,501
oficina;45,934;LED;50301,397
oficina;46,085;LED;51044,236
oficina;46,111;LED;37024,634
oficina;46,112;LED;47658,567
oficina;46,115;LED;26977,627
oficina;46,164;LED;49163,983
oficina;46,196;LED;28764,983
oficina;46,197;LED;33496,078
oficina;46,265;LED;43347,51
oficina;46,271;LED;31623,269
oficina;46,418;LED;51486,871
oficina;46,447;LED;48548,467
oficina;46,711;LED;36953,424
oficina;46,752;LED;39103,804
oficina;46,758;LED;46419,671
oficina;46,777;LED;42104,85
oficina;46,789;LED;39951,916
oficina;46,919;LED;41338,343
oficina;46,944;LED;35452,81
oficina;46,973;LED;46515,128
oficina;47,279;LED;33947,087
oficina;47,291;LED;54903,534
oficina;47,425;LED;49122,567
oficina;47,531;LED;39252,082
oficina;47,653;LED;59656,274
oficina;47,849;LED;30907,777
oficina;47,899;LED;53521,937
oficina;47,906;LED;55963,835
oficina;47,997;LED;38972,78
oficina;48,059;LED;49013,249
oficina;48,105;LED;36920,985
oficina;48,131;LED;48593,868
oficina;48,136;LED;40269,488
oficina;48,274;LED;31391,865
oficina;48,282;LED;63043,128
oficina;48,431;LED;63498,121
oficina;48,444;LED;37241,622
oficina;48,489;LED;34929,583
oficina;48,601;LED;43189,573
oficina;48,903;LED;57213,347
oficina;49,129;LED;53355,842
oficina;49,138;LED;29542,53
